course_id,title,platform,category,instructor,learning_product,level,duration,skills,rating,reviews,data_source,url
831,Create Epic Games in Unity,Udemy,Development,Jackson Academy,Course,Not specified,1.5 hours,Game Development Unity,5.0,1,Public Dataset,
832,The DIY PR & Publicity Bootcamp,Udemy,Marketing,Haylie Marchant,Course,Not specified,1.5 hours,Public Relations Unknown,4.4,3,Public Dataset,
833,How to Guarantee Charity Auction or Benefit Success,Udemy,Business,Monica Sparks,Course,Not specified,0.6 hours,Other Business Event Planning,5.0,2,Public Dataset,
834,Stereochemistry III : Conformational Isomerism in 3D.,Udemy,Teaching & Academics,Shailesh Kumar,Course,Not specified,2.5 hours,Science Organic Chemistry,5.0,4,Public Dataset,
835,Udemy Secrets: Course Creation & Passive Income (Unofficial),Udemy,Business,Cheryl Spencer - Top Instructor,Course,Not specified,1.5 hours,Entrepreneurship Online Course Creation,5.0,1,Public Dataset,
836,Mini Habit Mastery: The Scientific Way To Change Your Habits,Udemy,Personal Development,Stephen Guise,Course,Not specified,3.5 hours,Personal Transformation Habits,4.5,1904,Public Dataset,
837,Learn To Read & Write Music - Go From Beginner To Advanced,Udemy,Music,Joe Parys,Course,Not specified,2.0 hours,Music Fundamentals Music Theory,4.2,193,Public Dataset,
838,Marine RPAS Training. Learn to drone safely from a vessel,Udemy,Photography & Video,David Carlos,Course,Not specified,1.0 hours,Photography Tools Drone,0.0,0,Public Dataset,
839,Real Estate Finance (For Beginners),Udemy,Business,Emilio Doporto,Course,Not specified,19.5 hours,Real Estate Real Estate Investing,4.5,25,Public Dataset,
840,"Machine Learning A-Z: AI, Python & R + ChatGPT Bonus",Udemy,Data Science,"Kirill Eremenko, Hadelin de Ponteves, SuperDataScience Team, Ligency",Course,All Levels,49.5 hours,"Machine Learning, Python Programming, R Programming, Regression, Classification, Clustering",4.5,205573,Curated,
841,Google Analytics for Beginners,Udemy,Marketing,Corey Rabazinski,Course,Not specified,3.0 hours,Marketing Analytics & Automation Google Analytics,4.0,865,Public Dataset,
842,Cyber Security: From Beginner to Expert,Udemy,Information Technology,Dr. Mohamed ElGohary,Course,Beginner,6.5 hours,"Cybersecurity Fundamentals, Threat Landscape, Security Governance",4.6,72548,Curated,
843,"Dog Care Owner Training For A Happy, Healthy Dog & Puppy",Udemy,Lifestyle,Tatiana Ambrose,Course,Not specified,2.0 hours,Pet Care & Training Dog Care,4.4,65,Public Dataset,
844,Project Manager's Playbook for Construction - Part 4 of 6,Udemy,Business,Matthew Morris,Course,Not specified,2.0 hours,Project Management Construction,5.0,5,Public Dataset,
845,Orthodontics | Dentistry | By Dr.Teeth,Udemy,Health & Fitness,Dr.Malik Hina,Course,Not specified,4.5 hours,Other Health & Fitness Dentistry,0.0,0,Public Dataset,
846,Your Road to Better Photography,Udemy,Photography & Video,Corey Reese,Course,Not specified,0.4666666666666667 hours,Digital Photography Photography,4.4,3797,Public Dataset,
847,Hair & Make Up + Bridal course.,Udemy,Lifestyle,London School Of Trends,Course,Not specified,10.5 hours,Beauty & Makeup Makeup Artistry,5.0,2,Public Dataset,
848,Organizational Psychology with Further Aspects Course,Udemy,Business,Bilal Semih Bozdemir,Course,Not specified,2.5 hours,Management Career Development,0.0,0,Public Dataset,
849,How To Become a Bestselling Author on Amazon Kindle,Udemy,Business,Tom Corson-Knowles,Course,Not specified,9.5 hours,Media Amazon Kindle Direct Publishing (KDP),4.5,1659,Public Dataset,
850,Create your own Meal & Exercise Program - ENDOMORPH,Udemy,Health & Fitness,Jacinta Lees,Course,Not specified,1.0 hours,Nutrition Meal Planning,0.0,0,Public Dataset,
851,Self-Esteem Life Coach Certification2 Training,Udemy,Business,Empowerment Coach Academy,Course,Not specified,9.5 hours,Industry Self-Esteem,4.2,223,Public Dataset,
852,Get Moving!!,Udemy,Health & Fitness,Talia Yarbrough,Course,Not specified,1.0 hours,Dance Unknown,5.0,1,Public Dataset,
853,All-in-One Excel Training: Transform Your Skills with Hands-On Projects and Real-World Applications! (Excel 2007-2025),Udemy,Business,"Kyle Pew, Office Newb",Course,All Levels,22.5 hours,"Microsoft Excel, Data Analysis, Spreadsheet Software, Excel Formulas",4.7,541426,Curated,
854,"Building Command Line Tools with Python,JavaScript and Julia",Udemy,Development,Jesse E. Agbe,Course,Not specified,12.5 hours,Software Development Tools Command Line,4.9,11,Public Dataset,
855,Adobe Lightroom (Cloud Version) - Up to Speed,Udemy,Photography & Video,Roger Hyttinen,Course,Not specified,5.0 hours,Photography Tools Adobe Lightroom,0.0,0,Public Dataset,
856,Practice questions in social work,Udemy,Teaching & Academics,Gullapalli padmaja,Course,Not specified,0.0 hours,Social Science Social Work,0.0,0,Public Dataset,
857,Write a Novel Outline from Scratch (Novel Writing Success),Udemy,Personal Development,Andrew Butcher,Course,Not specified,2.5 hours,Creativity Creative Writing,4.3,520,Public Dataset,
858,Marketing and Manipulation: The Neuroscience of Shopping,Udemy,Personal Development,Gregory Caremans - Brain Academy,Course,Not specified,1.5 hours,Influence Marketing Strategy,4.6,1352,Public Dataset,
859,Sell Stock Footage & Photography from ZERO to PASSIVE INCOME,Udemy,Photography & Video,Gui Siebert Make Money Online with Stock Photography & Stock Footage,Course,Not specified,3.0 hours,Commercial Photography Photography Business,4.3,395,Public Dataset,
860,Ableton 11 - How To Make A Drum & Bass Track,Udemy,Music,Omar Meho,Course,Not specified,1.5 hours,Music Production Ableton Live,5.0,1,Public Dataset,
861,Blogging Masterclass: How To Build A Successful Blog In 2021,Udemy,Business,Brad Merrill,Course,Not specified,3.5 hours,Entrepreneurship Blogging,4.5,6542,Public Dataset,
862,"Presentation Skills: Give More Powerful, Memorable Talks",Udemy,Business,Joseph Liu,Course,Not specified,1.5 hours,Communication Presentation Skills,4.5,2429,Public Dataset,
863,Harmony and Chord Progressions,Udemy,Music,Francois Rengère,Course,Not specified,5.5 hours,Music Fundamentals Music Instruction,4.6,167,Public Dataset,
864,Intro to Landscape Photography,Udemy,Photography & Video,Gus Cantavero,Course,Not specified,3.0 hours,Digital Photography Landscape Photography,0.0,0,Public Dataset,
865,The no BS 2 Hour UI Design Course,Udemy,Design,Messod Michael Abehsera,Course,Not specified,2.0 hours,Design Tools User Interface,4.6,946,Public Dataset,
866,Practice and Perfect your French - Intermediate Level (HD),Udemy,Teaching & Academics,Anne Le Grand,Course,Not specified,1.5 hours,Language Learning French Language,4.7,2080,Public Dataset,
867,Mathematical predictions of General Relativity,Udemy,Teaching & Academics,Emanuele Pesaresi,Course,Not specified,4.0 hours,Math Unknown,5.0,1,Public Dataset,
868,WordPress Automation Secrets,Udemy,Marketing,Digiliber Academy,Course,Not specified,1.0 hours,Digital Marketing WordPress,5.0,1,Public Dataset,
869,ISO 45001:2018 OH&S Internal Auditor Course,Udemy,Personal Development,Ali Allami,Course,Not specified,1.5 hours,Career Development ISO 45001,4.7,4,Public Dataset,
870,Get Things Done: How To Organize Your Life And Take Action,Udemy,Personal Development,Derek Franklin,Course,Not specified,3.0 hours,Personal Productivity Organization,4.5,1604,Public Dataset,
871,"Oracle 11g | 18c : Database Administration,Data Analysis",Udemy,Development,Bluelime Learning Solutions,Course,Not specified,12.5 hours,Database Design & Development Oracle Database,0.0,0,Public Dataset,
872,c++ programming  language للمبتدئين بالعربي بشكل مفصل,Udemy,IT & Software,Feras Alkurdi,Course,Not specified,17.0 hours,Other IT & Software C++,4.6,15,Public Dataset,
873,Mindfulness for Children Diploma - Focus & Freedom for Kids!,Udemy,Personal Development,Dr Karen E Wells,Course,Not specified,1.0 hours,Parenting & Relationships Mindfulness,4.4,339,Public Dataset,
874,Marketing For Small Businesses Crash Course.,Udemy,Marketing,Nour Boustani,Course,Not specified,3.0 hours,Marketing Fundamentals Marketing Strategy,4.9,125,Public Dataset,
875,2021 Complete Marketing Masterclass #4 | SEO,Udemy,Marketing,"Brian Bozarth, M.A. Marketing",Course,Not specified,4.0 hours,Marketing Fundamentals Marketing Strategy,4.5,174,Public Dataset,
876,Learn Java Unit Testing with Junit & Mockito in 30 Steps,Udemy,IT & Software,in28Minutes Official,Course,Not specified,5.0 hours,Other IT & Software Mockito,4.4,8301,Public Dataset,
877,Introduction to Spencerian Handwriting,Udemy,Personal Development,Doris Fullgrabe,Course,Not specified,1.0 hours,Creativity Handwriting,5.0,1,Public Dataset,
878,Planning For PR Success,Udemy,Marketing,Lisa Newton,Course,Not specified,1.5 hours,Public Relations Unknown,0.0,0,Public Dataset,
879,10 Proven Ways to Earn More on Fiverr,Udemy,Business,Dane Scott,Course,Not specified,1.0 hours,Media Fiverr,4.9,93,Public Dataset,
880,LinkedIn Growth Hacking & Personal Branding Masterclass,Udemy,Marketing,Harsh Jhunjhunuwala,Course,Not specified,1.0 hours,Branding LinkedIn,4.3,113,Public Dataset,
881,iMovie - Video editing for beginners on Mac OS.,Udemy,Office Productivity,Colin Marks,Course,Not specified,3.0 hours,Apple iMovie,4.7,746,Public Dataset,
882,Xero Online Bookkeeping and Accounting cloud software,Udemy,Finance & Accounting,Maria S.,Course,Not specified,6.5 hours,Accounting & Bookkeeping Xero,3.9,165,Public Dataset,
883,Upgrade from ISO 9001:2015 to AS9100D,Udemy,Business,K360 Solutions LLC,Course,Not specified,2.5 hours,Operations ISO 9001,0.0,0,Public Dataset,
884,Beat The Binge Eating in 5 Days - Love Your Body's MAGIC!,Udemy,Health & Fitness,Julie Dore,Course,Not specified,1.0 hours,Dieting Weight Loss,5.0,7,Public Dataset,
885,Master Google Sheets (and see why it's better than Excel),Udemy,Office Productivity,Justin Mares,Course,Not specified,2.5 hours,Google Excel,4.4,3603,Public Dataset,
886,Guitar Fundamentals Starting From Zero,Udemy,Music,Juan Pelaez,Course,Not specified,2.5 hours,Instruments Acoustic Guitar,5.0,7,Public Dataset,
887,Learn Music Production at Home from Scratch: Stage IV,Udemy,Music,Sebastian Schneider,Course,Not specified,4.5 hours,Music Production Unknown,0.0,0,Public Dataset,
888,Day Trading and Swing Trading Strategies For Stocks,Udemy,Finance & Accounting,Mohsen Hassan,Course,Not specified,3.5 hours,Investing & Trading Day Trading,4.7,3934,Public Dataset,
889,ISTQB Foundation Level 6 Practice set with Explanation -2021,Udemy,Business,After School,Course,Not specified,0.0 hours,Media ISTQB Certified Tester Foundation Level (CTFL),4.6,5,Public Dataset,
890,Wine in 9: The Complete Wine Tasting Course,Udemy,Lifestyle,Tom Savage,Course,Not specified,6.0 hours,Food & Beverage Wine Appreciation and Oenology,4.6,731,Public Dataset,
891,Analog Engineering Interview Preparation (Analog CMOS IC),Udemy,IT & Software,"Rahsoft RF Certificate - Orange County, California",Course,Not specified,2.0 hours,Hardware Electrical Engineering,5.0,4,Public Dataset,
892,Instagram: Use Canva for High Converting Social Media Design,Udemy,Design,"Anike , Zebra Soul Art",Course,Not specified,4.0 hours,Design Tools Canva,4.5,111,Public Dataset,
893,Kick Start Your Digital Strategy and Transformation Program,Udemy,Business,Mike Connor,Course,Not specified,3.5 hours,Business Strategy Digital Strategy,4.4,526,Public Dataset,
894,English Grammar Pro | Beginner to Advanced (A1-C1) Grammar,Udemy,Teaching & Academics,For Your English,Course,Not specified,12.0 hours,Language Learning English Grammar,4.5,3957,Public Dataset,
895,Oracle WebLogic 12c Administration & Application Deployment,Udemy,Office Productivity,Uplatz Training,Course,Not specified,5.0 hours,Oracle Weblogic,1.9,2,Public Dataset,
896,Certification in Iron Butterfly Options Trading Strategy,Udemy,Finance & Accounting,Saad T. Hameed (STH),Course,Not specified,3.0 hours,Finance Cert & Exam Prep Options Trading,4.7,26,Public Dataset,
897,Arts Therapy - Arts Therapy For Self Healing (Part One),Udemy,Personal Development,Riana van Staden,Course,Not specified,4.0 hours,Creativity Art Therapy,4.1,7226,Public Dataset,
898,Raw Food Diet for Health and Longevity,Udemy,Health & Fitness,Dina Jumabayeva,Course,Not specified,1.0 hours,Dieting Unknown,4.8,35,Public Dataset,
899,Shaken Baby Syndrome - Head it Off!,Udemy,Teaching & Academics,Sharon Sarles,Course,Not specified,1.0 hours,Teacher Training Early Childhood Education,5.0,4,Public Dataset,
900,Marginal Costing & Break Even Point (BEP),Udemy,Finance & Accounting,Dr.Himanshu Saxena,Course,Not specified,3.5 hours,Financial Modeling & Analysis Product Costing,0.0,0,Public Dataset,
901,70min stretches and flexibility tabata workout for seniors.,Udemy,Health & Fitness,Lisa Andreeva,Course,Not specified,1.0 hours,Sports Stretching Exercise,5.0,12,Public Dataset,
902,Excel Crash Course: Master Excel for Financial Analysis,Udemy,Finance & Accounting,Tim Vipond,Course,Not specified,3.5 hours,Financial Modeling & Analysis Excel,4.6,6183,Public Dataset,
903,Eskrima Master Taster Course - Filipino Martial Arts,Udemy,Health & Fitness,Eskrima Master,Course,Not specified,2.0 hours,Sports Martial Arts,5.0,5,Public Dataset,
904,Hypnosis: Advanced Hypnosis Seminar 5,Udemy,Lifestyle,Scott Jansen,Course,Not specified,1.0 hours,Esoteric Practices Hypnosis,5.0,5,Public Dataset,
905,Google Analytics Masterclass to Make Right Business Decision,Udemy,Marketing,Apurv Singh,Course,Not specified,2.5 hours,Marketing Analytics & Automation Google Analytics,0.0,0,Public Dataset,
906,Fundamentals of Analyzing Real Estate Investments,Udemy,Business,Symon He,Course,Not specified,18.5 hours,Real Estate Real Estate Investing,4.5,10376,Public Dataset,
907,Space Render 2.0: Transform your podcast into videos in 2021,Udemy,Marketing,Srinidhi Ranganathan,Course,Not specified,0.7 hours,Other Marketing Podcasting,4.8,36,Public Dataset,
908,Intermediate Financial Accounting,Udemy,Finance & Accounting,"Md Ilias Rubel ACCA, MBA",Course,Not specified,20.5 hours,Accounting & Bookkeeping Financial Accounting,0.0,0,Public Dataset,
909,Business Analyst: Project Management Techniques and Tools,Udemy,Business,The BA Guide | Jeremy Aschenbrenner,Course,Not specified,5.0 hours,Business Analytics & Intelligence Business Analysis,4.4,2894,Public Dataset,
910,How to Hear God's Voice and Be Led by the Holy Spirit!,Udemy,Personal Development,Dr. Stuart Pattico,Course,Not specified,1.0 hours,Religion & Spirituality Christianity,4.6,72,Public Dataset,
911,How to Become a Memory Master with Idriz Zogaj,Udemy,Personal Development,Idriz Zogaj,Course,Not specified,2.0 hours,Memory & Study Skills Memory,4.5,283,Public Dataset,
912,Deep Learning Foundation : Linear Regression and Statistics,Udemy,Development,Jay Bhatt,Course,Not specified,6.5 hours,Data Science Regression Analysis,4.9,1350,Public Dataset,
913,An Introduction to Tax Deductible Crowdfunding,Udemy,Business,Dillon Nicholson,Course,Not specified,1.0 hours,Entrepreneurship Crowdfunding,4.4,149,Public Dataset,
914,Pruning Trees and Shrubs - Everything you need to know,Udemy,Lifestyle,Robert Pavlis,Course,Not specified,1.5 hours,Home Improvement Unknown,4.6,50,Public Dataset,
915,Get Hired as a Mortgage Loan Processor,Udemy,Business,Joe Correa,Course,Not specified,1.5 hours,Real Estate Mortgage,4.8,99,Public Dataset,
916,Fun PowerPoint Course - Intermediate Level - Microsoft 365,Udemy,Office Productivity,Anna Masi,Course,Not specified,2.5 hours,Microsoft PowerPoint,0.0,0,Public Dataset,
917,Business Development Fundamentals,Udemy,Business,Salil Dhawan,Course,All Levels,Not specified,"Business Development, Corporate Relationships, Market Research, Customer Analysis",4.6,941,Curated,
918,Your complete guide to a successful career in Oil & Gas,Udemy,Business,WR Training,Course,Not specified,12.0 hours,Industry Oil and Gas Industry,4.6,98,Public Dataset,
919,5-day-breathwork-challenge,Udemy,Health & Fitness,Andy Grosskopf,Course,Not specified,2.0 hours,Mental Health Breathing Techniques,4.0,4,Public Dataset,
920,The Proven System for Creative Problem Solving,Udemy,Business,Dr. Matthew Checkley,Course,Not specified,1.5 hours,Management Problem Solving,5.0,1,Public Dataset,
921,Become a Virtual Assistant,Udemy,Business,Megan Walker,Course,Not specified,3.5 hours,Entrepreneurship Virtual Assistant,4.3,952,Public Dataset,
922,Cat Behavior Rectification & Cat Health Care: 2 courses in 1,Udemy,Lifestyle,Aman Gupta,Course,Not specified,3.5 hours,Pet Care & Training Cat Behavior,4.4,275,Public Dataset,
923,Paint an Underpainting:Guide for Beginners in acrylics/oils,Udemy,Design,Maibis Navarro,Course,Not specified,0.7166666666666667 hours,Other Design Painting,5.0,3,Public Dataset,
924,Rhetoric of Story : Learn the 7 foundations of storytelling.,Udemy,Personal Development,Damien Walter,Course,Not specified,5.5 hours,Creativity Writing,4.5,447,Public Dataset,
925,Preparing for the System Design Interview,Udemy,IT & Software,Programming Made Easy,Course,Not specified,1.0 hours,Other IT & Software System Design Interview,5.0,3,Public Dataset,
926,Learn How Create And Make Jewelry: The Basics In Design,Udemy,Design,Vicky Wittmann-Lamb,Course,Not specified,2.0 hours,Fashion Design Jewelry Making,4.9,58,Public Dataset,
927,The Shopify Sales Funnel via ClickFunnels,Udemy,Business,Nathan Williams,Course,Not specified,2.5 hours,E-Commerce Sales Funnel,4.9,51,Public Dataset,
928,NLP - Advanced - Personal Growth Mastery,Udemy,Personal Development,Lokesh Kumar Lakhotia - NetEdu Academy,Course,Not specified,5.5 hours,Influence Neuro-Linguistic Programming,5.0,1,Public Dataset,
929,Google Associate Cloud Engineer (GCP) Test Sets,Udemy,IT & Software,Md Rahaman,Course,Not specified,0.0 hours,Network & Security Google Cloud Associate Cloud Engineer,0.0,0,Public Dataset,
930,Safari Academy 101 for Kids - Animals of South Africa (2021),Udemy,Teaching & Academics,Vincent Coetzee,Course,Not specified,1.5 hours,Social Science Geography,5.0,2,Public Dataset,
931,Complete Legal English for Students and Legal Professionals,Udemy,Business,Ralph Dzegniuk,Course,Not specified,1.0 hours,Business Law Unknown,4.2,51,Public Dataset,
932,Airbnb Automations : Get rid of repetitive tasks!,Udemy,Business,Pavel N. | Business | Innovation | Video,Course,Not specified,3.0 hours,Real Estate Airbnb Hosting,4.9,104,Public Dataset,
933,ETL Testing: From Beginner to Expert,Udemy,Development,Sid Inf,Course,Not specified,19.0 hours,Database Design & Development ETL,4.2,1617,Public Dataset,
934,Practical Counterpoint Music Theory,Udemy,Music,Victoria Williams LmusTCL BA(Mus),Course,Not specified,2.5 hours,Music Fundamentals Music Theory,4.4,142,Public Dataset,
935,Creating Baby Yoda_Part 2_Texturing Rending,Udemy,Design,Leou von,Course,Not specified,7.0 hours,3D & Animation Maya,5.0,1,Public Dataset,
936,Build a Professional Wordpress Website on Shoestring Budget,Udemy,Marketing,Ryan York,Course,Not specified,5.5 hours,Digital Marketing Web Development,5.0,2,Public Dataset,
937,What is Online and/or Digital Marketing,Udemy,Marketing,Olivier Mamet,Course,Not specified,0.65 hours,Digital Marketing Internet Marketing,4.3,1048,Public Dataset,
938,Managing Statistical Process Control using Excel Tools,Udemy,Business,Adam Aizad Ahmad,Course,Not specified,2.0 hours,Operations Statistics,4.6,2,Public Dataset,
939,From Zero to NVivo 11 - Qualitative data analysis with NVivo,Udemy,Teaching & Academics,Dr Jaroslaw Kriukow,Course,Not specified,3.0 hours,Social Science NVivo,4.7,538,Public Dataset,
940,Electrical Engineering Simulations with Etap,Udemy,Teaching & Academics,Hossein Tootoonchy,Course,Not specified,3.5 hours,Engineering ETAP,4.1,701,Public Dataset,
941,Patwah Lessons With Nina,Udemy,Teaching & Academics,Karlene Levy,Course,Not specified,1.0 hours,Language Learning Learning a Foreign Language,5.0,2,Public Dataset,
942,Harness the Power of Habits,Udemy,Health & Fitness,Kristie Taulman,Course,Not specified,1.5 hours,General Health Goal Achievement,5.0,1,Public Dataset,
943,Singing: Musical Theatre Vocal Skills,Udemy,Music,Eve Williams MMus,Course,Not specified,2.5 hours,Vocal Singing,4.5,63,Public Dataset,
944,VIDEO MARKETING MASTERY,Udemy,Marketing,Bhawandeep Sharma,Course,Not specified,1.5 hours,Video & Mobile Marketing Video Marketing,0.0,0,Public Dataset,
945,AirBnb : AirBnb Hacks for Maximizing Profits for Your Pad,Udemy,Lifestyle,Brian Cliette,Course,Not specified,1.5 hours,Travel Airbnb Hosting,3.1,27,Public Dataset,
946,Discrete Math: Set theory,Udemy,Teaching & Academics,Dilan Gohil,Course,Not specified,0.6333333333333333 hours,Math Discrete Math,4.6,8,Public Dataset,
947,Meditation Teacher Certification for a New Career or Hobby,Udemy,Health & Fitness,Debra Wilder,Course,Not specified,4.0 hours,Meditation Unknown,5.0,2,Public Dataset,
948,"High-Level Synthesis for FPGA, Part 2 - Sequential Circuits",Udemy,IT & Software,Mohammad Hosseinbady,Course,Not specified,9.5 hours,Hardware FPGA,4.8,16,Public Dataset,
949,How To Speak Confidently On Camera For Beginners,Udemy,Business,Health and Wellbeing TV Business,Course,Not specified,3.0 hours,Communication Presentation Skills,0.0,0,Public Dataset,
950,Chess: From Beginner to Advanced at Warp Speed,Udemy,Lifestyle,Greg Vanderford,Course,Not specified,3.5 hours,Gaming Chess,3.7,754,Public Dataset,
951,How Successful Coaches Grow,Udemy,Personal Development,LeRon Barnes,Course,Not specified,0.65 hours,Influence Growth Mindset,5.0,10,Public Dataset,
952,Anti-Ageing with a Scientist,Udemy,Health & Fitness,Oksana Mytiai,Course,Not specified,0.5333333333333333 hours,Nutrition Anti-Aging,0.0,0,Public Dataset,
953,Getting a 7 in IB Maths Exploration Coursework,Udemy,Teaching & Academics,Andrew Chambers,Course,Not specified,2.5 hours,Math Unknown,5.0,1,Public Dataset,
954,Emerging Technology Trends and their Implications for Audit,Udemy,Finance & Accounting,Sean Titley,Course,Not specified,1.0 hours,Other Finance & Accounting Internal Auditing,0.0,0,Public Dataset,
955,Mobile App Marketing 2021: App Store Optimization ( ASO ),Udemy,Marketing,Oak Academy,Course,Not specified,1.5 hours,Video & Mobile Marketing App Marketing,4.8,13,Public Dataset,
956,AWS Certified Solutions Architect Associate Course,Udemy,Information Technology,"BackSpace Academy, Paul Coady",Course,Intermediate,Not specified,"AWS, Cloud Architecture, Cloud Computing",4.3,25364,Curated,
957,ReBoot - 21 Spiritual Hypnosis Meditations (Guided),Udemy,Personal Development,Harrish Sairaman,Course,Not specified,1.0 hours,Personal Transformation Meditation,5.0,1,Public Dataset,
958,LinkedIn for B2B Sales and Leads,Udemy,Business,Richard Morgan,Course,Not specified,3.0 hours,Sales LinkedIn,0.0,0,Public Dataset,
959,SAP BW 7.4 S4HANA | ECC Extraction | SAP Business Warehouse,Udemy,Office Productivity,Rohit Redhu,Course,Not specified,9.5 hours,SAP SAP Certified Application Associate - SAP BW/4HANA,5.0,1,Public Dataset,
960,Buddhism: Ancient Strategies for Modern Life,Udemy,Personal Development,Greg Vanderford,Course,Not specified,2.0 hours,Religion & Spirituality Buddhism,4.2,137,Public Dataset,
961,Canadian Securities Course (CSC) PART 1 FULL Crash Course,Udemy,Finance & Accounting,Adam Aizad Ahmad,Course,Not specified,8.0 hours,Finance Cert & Exam Prep Canadian Securities Course (CSC),5.0,1,Public Dataset,
962,Personal Branding – Easy & Powerful Hacks to Brand Yourself,Udemy,Personal Development,Tivian Academy,Course,Not specified,1.5 hours,Personal Brand Building Personal Branding,4.8,2,Public Dataset,
963,Hydrocarbon Energy Sources and their CO2 and Climate Impact,Udemy,Design,Kuldeep Varma,Course,Not specified,1.0 hours,Other Design Climate Change,0.0,0,Public Dataset,
964,Explaining the Core Theories of Econometrics,Udemy,Teaching & Academics,nkaizu lectures,Course,Not specified,4.0 hours,Social Science Econometrics,4.4,627,Public Dataset,
965,The Interplay of Elements,Udemy,Health & Fitness,Tatiana Stantcheva,Course,Not specified,3.0 hours,Other Health & Fitness Energy Psychology (EP),4.6,3,Public Dataset,
966,Raw Feeding Diploma & How To Make Home Made Treats,Udemy,Lifestyle,Nicole Agius,Course,Not specified,0.6666666666666666 hours,Pet Care & Training Pet Care,0.0,0,Public Dataset,
967,Wix for Absolute Beginners,Udemy,Development,Filip Delac,Course,Not specified,2.5 hours,No-Code Development Wix,4.7,26,Public Dataset,
968,Dynamic Meditation,Udemy,Health & Fitness,"Tyron Bowes, B.Msc.",Course,Not specified,2.5 hours,Meditation Unknown,0.0,0,Public Dataset,
969,Learning a foreign language: Tips and Tricks,Udemy,Personal Development,Laura Mois,Course,Not specified,0.5 hours,Memory & Study Skills Learning a Foreign Language,5.0,1,Public Dataset,
970,Digital number systems: 1's and 0's on computers,Udemy,IT & Software,Susana Ezquerra Díaz,Course,Not specified,3.5 hours,Hardware Computer Skills,5.0,2,Public Dataset,
971,Embodied Law Of Attraction,Udemy,Lifestyle,Shannon White,Course,Not specified,1.0 hours,Esoteric Practices Law of Attraction,0.0,0,Public Dataset,
972,Intro to Interior Design Course,Udemy,Design,Mohammad Ala Tahhan,Course,Not specified,9.5 hours,Interior Design Unknown,4.3,1211,Public Dataset,
973,The Complete Prospecting Master Course for Sales,Udemy,Business,Stevenson Brooks,Course,Not specified,3.0 hours,Sales Lead Generation,5.0,3,Public Dataset,
974,Beginner's Jumpstart Guide to Afinity Publisher,Udemy,Design,Dawid Tuminski,Course,Not specified,1.5 hours,Design Tools Affinity Publisher,0.0,0,Public Dataset,
975,Surviving the Next Snowpocalypse,Udemy,Lifestyle,Chris B Behrens,Course,Not specified,2.0 hours,Home Improvement Survival Skills,0.0,0,Public Dataset,
976,The 1x Behavior Analyst (1.5 Ethics CEUs),Udemy,Teaching & Academics,Blake Crosby,Course,Not specified,1.5 hours,Social Science Ethics,4.9,4,Public Dataset,
977,Tally ERP 9 + TallyPrime Training,Udemy,IT & Software,Himanshu Dhar,Course,Not specified,8.5 hours,Other IT & Software Tally.ERP,4.3,462,Public Dataset,
978,Conscious Childhood Trauma Healing,Udemy,Personal Development,Eric Yeboah,Course,Not specified,2.0 hours,Happiness Childhood Trauma Healing,5.0,3,Public Dataset,
979,Advanced Stock Trading Strategies ( Master class training),Udemy,Finance & Accounting,"Satyendra Singh (NCFM and NSIM Certified) Technical, Fundamental, options , Portfolio &  Research analyst",Course,Not specified,18.0 hours,Investing & Trading Stock Trading,5.0,1,Public Dataset,
980,Complete Course on Goods and Service Tax in India,Udemy,Finance & Accounting,LetsTute Make it Easy,Course,Not specified,3.0 hours,Finance Cert & Exam Prep Tax Preparation,4.6,11,Public Dataset,
981,DP-900 Azure Data Fundamentals 100% Original Practice Exam,Udemy,Development,Scott Duffy  • 550.000+ Students,Course,Not specified,0.0 hours,Database Design & Development Microsoft Certification,0.0,0,Public Dataset,
982,Introduction to AWS Glue for Developers,Udemy,Development,Vaga Notes,Course,Not specified,2.0 hours,Software Engineering AWS Glue,4.4,13,Public Dataset,
983,Canon EOS 700D / REBEL T5i Camera User Guide,Udemy,Photography & Video,Adrian Salisbury,Course,Not specified,1.0 hours,Digital Photography Cameras,4.8,66,Public Dataset,
984,Apache Superset for Data Engineers (Hands On),Udemy,Business,Bigdata Engineer,Course,Not specified,3.0 hours,Business Analytics & Intelligence Business Intelligence,2.5,1,Public Dataset,
985,App Development MADE EASY : A Glide Apps Course in Glideapps,Udemy,Development,Akanbi Adedamola,Course,Not specified,1.5 hours,No-Code Development App Development,5.0,1,Public Dataset,
986,Guide to Understand Generics with Examples in Tamil,Udemy,Development,Arun Ammasai,Course,Not specified,2.5 hours,Programming Languages Java,4.7,2,Public Dataset,
987,Indian Polity & Governance,Udemy,Teaching & Academics,The Saviour Academy,Course,Not specified,5.5 hours,Humanities Political Science,5.0,3,Public Dataset,
988,User Experience Design - How to design website and full APP,Udemy,Design,Zakaria Zaki,Course,Not specified,6.0 hours,User Experience Design Unknown,4.6,34,Public Dataset,
989,Geriatric Massage Fundamentals,Udemy,Health & Fitness,Irene Meiller,Course,Not specified,1.5 hours,Other Health & Fitness Massage,4.8,172,Public Dataset,
990,Intelligence quotient IQ Test Questions and Answers,Udemy,Personal Development,SMARTER ACADEMY,Course,Not specified,0.0 hours,Creativity Test Taking Skills,3.8,15,Public Dataset,
991,Money Down Under,Udemy,Lifestyle,Satwant Phull,Course,Not specified,5.5 hours,Travel Personal Finance,0.0,0,Public Dataset,
