course_id,title,platform,category,level,duration,skills,rating,reviews,url
806,Fast & effective Landing Page course: Start converting today,Udemy,Marketing,Not specified,2.0 hours,Digital Marketing Landing Page Optimization,4.5,1077,
807,The Art of Being Found - Can your Dream Job Find You?,Udemy,Personal Development,Not specified,0.5166666666666667 hours,Personal Brand Building Job Search,4.6,34,
808,M3-Uniform System of Accounting for Hotels - F&B Department,Udemy,Finance & Accounting,Not specified,2.5 hours,Accounting & Bookkeeping Accounting,0.0,0,
809,HVAC Control Drawings,Udemy,Development,Not specified,2.0 hours,Software Engineering HVAC,5.0,2,
810,Coaching Business Kickstarter - Coaching Business Start-Up,Udemy,Lifestyle,Not specified,7.0 hours,Other Lifestyle Business Plan,4.8,81,
811,"Vibration acceptance criteria for rotodynamic pumps- ISO, HI",Udemy,Business,Not specified,1.5 hours,Industry Structural Engineering,0.0,0,
812,Fundamentals of Exercise Science,Udemy,Health & Fitness,Not specified,1.0 hours,Sports Sports Coaching,0.0,0,
813,CAPM® Certification: Ultimate CAPM Exam Prep-23 pdus /c.hrs,Udemy,Teaching & Academics,Not specified,27.0 hours,Test Prep CAPM,4.5,1356,
814,"The Professional Bass Masterclass - Bass 1, Bass 2, Bass 3",Udemy,Music,Not specified,9.5 hours,Instruments Bass Guitar,4.6,2355,
815,The Ultimate Guide to Building a Personal Brand,Udemy,Personal Development,Not specified,2.5 hours,Personal Brand Building Personal Branding,3.4,37,
816,Production Function in Economics - Microeconomics,Udemy,Finance & Accounting,Not specified,1.0 hours,Economics Unknown,5.0,1,
817,Yoga for Hips Joints,Udemy,Health & Fitness,Not specified,6.0 hours,Yoga Unknown,0.0,0,
818,Learn DevOps: CI/CD with Jenkins using Pipelines and Docker,Udemy,Development,Not specified,4.5 hours,Software Development Tools DevOps,4.4,10486,
819,"SwiftUI, Gestural & Microinteraction Foundations: The Basics",Udemy,Design,Not specified,1.0 hours,User Experience Design SwiftUI,0.0,0,
820,How To Use The Kettlebell For A Kettlebell Strength Workout,Udemy,Health & Fitness,Not specified,1.5 hours,Fitness Kettlebell,5.0,2,
821,Outstanding Composition: How to blow away your audience,Udemy,Photography & Video,Not specified,5.0 hours,Photography Photography Composition,4.3,1315,
822,Learn how to Write your Memoir and Memoir Writing Business,Udemy,Business,Not specified,6.5 hours,Media Memoir,0.0,0,
823,C_SRM_72 | Supplier Relationship Management SAP SRM 7.0 EHP2,Udemy,Office Productivity,Not specified,0.0 hours,SAP Unknown,5.0,2,
824,Sharks - The Ultimate Guide,Udemy,Teaching & Academics,Not specified,5.5 hours,Science Biology,4.9,14,
825,Blockchain Basics,Udemy,IT & Software,Not specified,2.0 hours,Other IT & Software Blockchain,5.0,1,
826,Ad Game,Udemy,Teaching & Academics,Not specified,5.5 hours,Other Teaching & Academics Advertising Strategy,5.0,1,
827,Kubernetes Hands-On - Deploy Microservices to the AWS Cloud,Udemy,Development,Not specified,25.5 hours,Software Development Tools Kubernetes,4.7,4275,
828,50 Min. To Money-Saving Tricks for Students Crash Course,Udemy,Finance & Accounting,Not specified,1.0 hours,Other Finance & Accounting Personal Finance,5.0,1,
829,Manufacturing Operations Management Certification Course,Udemy,Business,Not specified,1.0 hours,Industry Operations Management,0.0,0,
830,Decoupage masterclass course,Udemy,Design,Not specified,2.0 hours,Other Design Crafting,5.0,1,
831,Create Epic Games in Unity,Udemy,Development,Not specified,1.5 hours,Game Development Unity,5.0,1,
832,The DIY PR & Publicity Bootcamp,Udemy,Marketing,Not specified,1.5 hours,Public Relations Unknown,4.4,3,
833,How to Guarantee Charity Auction or Benefit Success,Udemy,Business,Not specified,0.6 hours,Other Business Event Planning,5.0,2,
834,Stereochemistry III : Conformational Isomerism in 3D.,Udemy,Teaching & Academics,Not specified,2.5 hours,Science Organic Chemistry,5.0,4,
835,Udemy Secrets: Course Creation & Passive Income (Unofficial),Udemy,Business,Not specified,1.5 hours,Entrepreneurship Online Course Creation,5.0,1,
836,Mini Habit Mastery: The Scientific Way To Change Your Habits,Udemy,Personal Development,Not specified,3.5 hours,Personal Transformation Habits,4.5,1904,
837,Learn To Read & Write Music - Go From Beginner To Advanced,Udemy,Music,Not specified,2.0 hours,Music Fundamentals Music Theory,4.2,193,
838,Marine RPAS Training. Learn to drone safely from a vessel,Udemy,Photography & Video,Not specified,1.0 hours,Photography Tools Drone,0.0,0,
839,Real Estate Finance (For Beginners),Udemy,Business,Not specified,19.5 hours,Real Estate Real Estate Investing,4.5,25,
840,"Machine Learning A-Z: AI, Python & R + ChatGPT Bonus",Udemy,Data Science,All Levels,49.5 hours,"Machine Learning, Python Programming, R Programming, Regression, Classification, Clustering",4.5,205573,
841,Google Analytics for Beginners,Udemy,Marketing,Not specified,3.0 hours,Marketing Analytics & Automation Google Analytics,4.0,865,
842,Cyber Security: From Beginner to Expert,Udemy,Information Technology,Beginner,6.5 hours,"Cybersecurity Fundamentals, Threat Landscape, Security Governance",4.6,72548,
843,"Dog Care Owner Training For A Happy, Healthy Dog & Puppy",Udemy,Lifestyle,Not specified,2.0 hours,Pet Care & Training Dog Care,4.4,65,
844,Project Manager's Playbook for Construction - Part 4 of 6,Udemy,Business,Not specified,2.0 hours,Project Management Construction,5.0,5,
845,Orthodontics | Dentistry | By Dr.Teeth,Udemy,Health & Fitness,Not specified,4.5 hours,Other Health & Fitness Dentistry,0.0,0,
846,Your Road to Better Photography,Udemy,Photography & Video,Not specified,0.4666666666666667 hours,Digital Photography Photography,4.4,3797,
847,Hair & Make Up + Bridal course.,Udemy,Lifestyle,Not specified,10.5 hours,Beauty & Makeup Makeup Artistry,5.0,2,
848,Organizational Psychology with Further Aspects Course,Udemy,Business,Not specified,2.5 hours,Management Career Development,0.0,0,
849,How To Become a Bestselling Author on Amazon Kindle,Udemy,Business,Not specified,9.5 hours,Media Amazon Kindle Direct Publishing (KDP),4.5,1659,
850,Create your own Meal & Exercise Program - ENDOMORPH,Udemy,Health & Fitness,Not specified,1.0 hours,Nutrition Meal Planning,0.0,0,
851,Self-Esteem Life Coach Certification2 Training,Udemy,Business,Not specified,9.5 hours,Industry Self-Esteem,4.2,223,
852,Get Moving!!,Udemy,Health & Fitness,Not specified,1.0 hours,Dance Unknown,5.0,1,
853,All-in-One Excel Training: Transform Your Skills with Hands-On Projects and Real-World Applications! (Excel 2007-2025),Udemy,Business,All Levels,22.5 hours,"Microsoft Excel, Data Analysis, Spreadsheet Software, Excel Formulas",4.7,541426,
854,"Building Command Line Tools with Python,JavaScript and Julia",Udemy,Development,Not specified,12.5 hours,Software Development Tools Command Line,4.9,11,
855,Adobe Lightroom (Cloud Version) - Up to Speed,Udemy,Photography & Video,Not specified,5.0 hours,Photography Tools Adobe Lightroom,0.0,0,
856,Practice questions in social work,Udemy,Teaching & Academics,Not specified,0.0 hours,Social Science Social Work,0.0,0,
857,Write a Novel Outline from Scratch (Novel Writing Success),Udemy,Personal Development,Not specified,2.5 hours,Creativity Creative Writing,4.3,520,
858,Marketing and Manipulation: The Neuroscience of Shopping,Udemy,Personal Development,Not specified,1.5 hours,Influence Marketing Strategy,4.6,1352,
859,Sell Stock Footage & Photography from ZERO to PASSIVE INCOME,Udemy,Photography & Video,Not specified,3.0 hours,Commercial Photography Photography Business,4.3,395,
860,Ableton 11 - How To Make A Drum & Bass Track,Udemy,Music,Not specified,1.5 hours,Music Production Ableton Live,5.0,1,
861,Blogging Masterclass: How To Build A Successful Blog In 2021,Udemy,Business,Not specified,3.5 hours,Entrepreneurship Blogging,4.5,6542,
862,"Presentation Skills: Give More Powerful, Memorable Talks",Udemy,Business,Not specified,1.5 hours,Communication Presentation Skills,4.5,2429,
863,Harmony and Chord Progressions,Udemy,Music,Not specified,5.5 hours,Music Fundamentals Music Instruction,4.6,167,
864,Intro to Landscape Photography,Udemy,Photography & Video,Not specified,3.0 hours,Digital Photography Landscape Photography,0.0,0,
865,The no BS 2 Hour UI Design Course,Udemy,Design,Not specified,2.0 hours,Design Tools User Interface,4.6,946,
866,Practice and Perfect your French - Intermediate Level (HD),Udemy,Teaching & Academics,Not specified,1.5 hours,Language Learning French Language,4.7,2080,
867,Mathematical predictions of General Relativity,Udemy,Teaching & Academics,Not specified,4.0 hours,Math Unknown,5.0,1,
868,WordPress Automation Secrets,Udemy,Marketing,Not specified,1.0 hours,Digital Marketing WordPress,5.0,1,
869,ISO 45001:2018 OH&S Internal Auditor Course,Udemy,Personal Development,Not specified,1.5 hours,Career Development ISO 45001,4.7,4,
870,Get Things Done: How To Organize Your Life And Take Action,Udemy,Personal Development,Not specified,3.0 hours,Personal Productivity Organization,4.5,1604,
871,"Oracle 11g | 18c : Database Administration,Data Analysis",Udemy,Development,Not specified,12.5 hours,Database Design & Development Oracle Database,0.0,0,
872,c++ programming  language للمبتدئين بالعربي بشكل مفصل,Udemy,IT & Software,Not specified,17.0 hours,Other IT & Software C++,4.6,15,
873,Mindfulness for Children Diploma - Focus & Freedom for Kids!,Udemy,Personal Development,Not specified,1.0 hours,Parenting & Relationships Mindfulness,4.4,339,
874,Marketing For Small Businesses Crash Course.,Udemy,Marketing,Not specified,3.0 hours,Marketing Fundamentals Marketing Strategy,4.9,125,
875,2021 Complete Marketing Masterclass #4 | SEO,Udemy,Marketing,Not specified,4.0 hours,Marketing Fundamentals Marketing Strategy,4.5,174,
876,Learn Java Unit Testing with Junit & Mockito in 30 Steps,Udemy,IT & Software,Not specified,5.0 hours,Other IT & Software Mockito,4.4,8301,
877,Introduction to Spencerian Handwriting,Udemy,Personal Development,Not specified,1.0 hours,Creativity Handwriting,5.0,1,
878,Planning For PR Success,Udemy,Marketing,Not specified,1.5 hours,Public Relations Unknown,0.0,0,
879,10 Proven Ways to Earn More on Fiverr,Udemy,Business,Not specified,1.0 hours,Media Fiverr,4.9,93,
880,LinkedIn Growth Hacking & Personal Branding Masterclass,Udemy,Marketing,Not specified,1.0 hours,Branding LinkedIn,4.3,113,
881,iMovie - Video editing for beginners on Mac OS.,Udemy,Office Productivity,Not specified,3.0 hours,Apple iMovie,4.7,746,
882,Xero Online Bookkeeping and Accounting cloud software,Udemy,Finance & Accounting,Not specified,6.5 hours,Accounting & Bookkeeping Xero,3.9,165,
883,Upgrade from ISO 9001:2015 to AS9100D,Udemy,Business,Not specified,2.5 hours,Operations ISO 9001,0.0,0,
884,Beat The Binge Eating in 5 Days - Love Your Body's MAGIC!,Udemy,Health & Fitness,Not specified,1.0 hours,Dieting Weight Loss,5.0,7,
885,Master Google Sheets (and see why it's better than Excel),Udemy,Office Productivity,Not specified,2.5 hours,Google Excel,4.4,3603,
886,Guitar Fundamentals Starting From Zero,Udemy,Music,Not specified,2.5 hours,Instruments Acoustic Guitar,5.0,7,
887,Learn Music Production at Home from Scratch: Stage IV,Udemy,Music,Not specified,4.5 hours,Music Production Unknown,0.0,0,
888,Day Trading and Swing Trading Strategies For Stocks,Udemy,Finance & Accounting,Not specified,3.5 hours,Investing & Trading Day Trading,4.7,3934,
889,ISTQB Foundation Level 6 Practice set with Explanation -2021,Udemy,Business,Not specified,0.0 hours,Media ISTQB Certified Tester Foundation Level (CTFL),4.6,5,
890,Wine in 9: The Complete Wine Tasting Course,Udemy,Lifestyle,Not specified,6.0 hours,Food & Beverage Wine Appreciation and Oenology,4.6,731,
891,Analog Engineering Interview Preparation (Analog CMOS IC),Udemy,IT & Software,Not specified,2.0 hours,Hardware Electrical Engineering,5.0,4,
892,Instagram: Use Canva for High Converting Social Media Design,Udemy,Design,Not specified,4.0 hours,Design Tools Canva,4.5,111,
893,Kick Start Your Digital Strategy and Transformation Program,Udemy,Business,Not specified,3.5 hours,Business Strategy Digital Strategy,4.4,526,
894,English Grammar Pro | Beginner to Advanced (A1-C1) Grammar,Udemy,Teaching & Academics,Not specified,12.0 hours,Language Learning English Grammar,4.5,3957,
895,Oracle WebLogic 12c Administration & Application Deployment,Udemy,Office Productivity,Not specified,5.0 hours,Oracle Weblogic,1.9,2,
896,Certification in Iron Butterfly Options Trading Strategy,Udemy,Finance & Accounting,Not specified,3.0 hours,Finance Cert & Exam Prep Options Trading,4.7,26,
897,Arts Therapy - Arts Therapy For Self Healing (Part One),Udemy,Personal Development,Not specified,4.0 hours,Creativity Art Therapy,4.1,7226,
898,Raw Food Diet for Health and Longevity,Udemy,Health & Fitness,Not specified,1.0 hours,Dieting Unknown,4.8,35,
899,Shaken Baby Syndrome - Head it Off!,Udemy,Teaching & Academics,Not specified,1.0 hours,Teacher Training Early Childhood Education,5.0,4,
900,Marginal Costing & Break Even Point (BEP),Udemy,Finance & Accounting,Not specified,3.5 hours,Financial Modeling & Analysis Product Costing,0.0,0,
901,70min stretches and flexibility tabata workout for seniors.,Udemy,Health & Fitness,Not specified,1.0 hours,Sports Stretching Exercise,5.0,12,
902,Excel Crash Course: Master Excel for Financial Analysis,Udemy,Finance & Accounting,Not specified,3.5 hours,Financial Modeling & Analysis Excel,4.6,6183,
903,Eskrima Master Taster Course - Filipino Martial Arts,Udemy,Health & Fitness,Not specified,2.0 hours,Sports Martial Arts,5.0,5,
904,Hypnosis: Advanced Hypnosis Seminar 5,Udemy,Lifestyle,Not specified,1.0 hours,Esoteric Practices Hypnosis,5.0,5,
905,Google Analytics Masterclass to Make Right Business Decision,Udemy,Marketing,Not specified,2.5 hours,Marketing Analytics & Automation Google Analytics,0.0,0,
906,Fundamentals of Analyzing Real Estate Investments,Udemy,Business,Not specified,18.5 hours,Real Estate Real Estate Investing,4.5,10376,
907,Space Render 2.0: Transform your podcast into videos in 2021,Udemy,Marketing,Not specified,0.7 hours,Other Marketing Podcasting,4.8,36,
908,Intermediate Financial Accounting,Udemy,Finance & Accounting,Not specified,20.5 hours,Accounting & Bookkeeping Financial Accounting,0.0,0,
909,Business Analyst: Project Management Techniques and Tools,Udemy,Business,Not specified,5.0 hours,Business Analytics & Intelligence Business Analysis,4.4,2894,
910,How to Hear God's Voice and Be Led by the Holy Spirit!,Udemy,Personal Development,Not specified,1.0 hours,Religion & Spirituality Christianity,4.6,72,
911,How to Become a Memory Master with Idriz Zogaj,Udemy,Personal Development,Not specified,2.0 hours,Memory & Study Skills Memory,4.5,283,
912,Deep Learning Foundation : Linear Regression and Statistics,Udemy,Development,Not specified,6.5 hours,Data Science Regression Analysis,4.9,1350,
913,An Introduction to Tax Deductible Crowdfunding,Udemy,Business,Not specified,1.0 hours,Entrepreneurship Crowdfunding,4.4,149,
914,Pruning Trees and Shrubs - Everything you need to know,Udemy,Lifestyle,Not specified,1.5 hours,Home Improvement Unknown,4.6,50,
915,Get Hired as a Mortgage Loan Processor,Udemy,Business,Not specified,1.5 hours,Real Estate Mortgage,4.8,99,
916,Fun PowerPoint Course - Intermediate Level - Microsoft 365,Udemy,Office Productivity,Not specified,2.5 hours,Microsoft PowerPoint,0.0,0,
917,Business Development Fundamentals,Udemy,Business,All Levels,Not specified,"Business Development, Corporate Relationships, Market Research, Customer Analysis",4.6,941,
918,Your complete guide to a successful career in Oil & Gas,Udemy,Business,Not specified,12.0 hours,Industry Oil and Gas Industry,4.6,98,
919,5-day-breathwork-challenge,Udemy,Health & Fitness,Not specified,2.0 hours,Mental Health Breathing Techniques,4.0,4,
920,The Proven System for Creative Problem Solving,Udemy,Business,Not specified,1.5 hours,Management Problem Solving,5.0,1,
921,Become a Virtual Assistant,Udemy,Business,Not specified,3.5 hours,Entrepreneurship Virtual Assistant,4.3,952,
922,Cat Behavior Rectification & Cat Health Care: 2 courses in 1,Udemy,Lifestyle,Not specified,3.5 hours,Pet Care & Training Cat Behavior,4.4,275,
923,Paint an Underpainting:Guide for Beginners in acrylics/oils,Udemy,Design,Not specified,0.7166666666666667 hours,Other Design Painting,5.0,3,
924,Rhetoric of Story : Learn the 7 foundations of storytelling.,Udemy,Personal Development,Not specified,5.5 hours,Creativity Writing,4.5,447,
925,Preparing for the System Design Interview,Udemy,IT & Software,Not specified,1.0 hours,Other IT & Software System Design Interview,5.0,3,
926,Learn How Create And Make Jewelry: The Basics In Design,Udemy,Design,Not specified,2.0 hours,Fashion Design Jewelry Making,4.9,58,
927,The Shopify Sales Funnel via ClickFunnels,Udemy,Business,Not specified,2.5 hours,E-Commerce Sales Funnel,4.9,51,
928,NLP - Advanced - Personal Growth Mastery,Udemy,Personal Development,Not specified,5.5 hours,Influence Neuro-Linguistic Programming,5.0,1,
929,Google Associate Cloud Engineer (GCP) Test Sets,Udemy,IT & Software,Not specified,0.0 hours,Network & Security Google Cloud Associate Cloud Engineer,0.0,0,
930,Safari Academy 101 for Kids - Animals of South Africa (2021),Udemy,Teaching & Academics,Not specified,1.5 hours,Social Science Geography,5.0,2,
931,Complete Legal English for Students and Legal Professionals,Udemy,Business,Not specified,1.0 hours,Business Law Unknown,4.2,51,
932,Airbnb Automations : Get rid of repetitive tasks!,Udemy,Business,Not specified,3.0 hours,Real Estate Airbnb Hosting,4.9,104,
933,ETL Testing: From Beginner to Expert,Udemy,Development,Not specified,19.0 hours,Database Design & Development ETL,4.2,1617,
934,Practical Counterpoint Music Theory,Udemy,Music,Not specified,2.5 hours,Music Fundamentals Music Theory,4.4,142,
935,Creating Baby Yoda_Part 2_Texturing Rending,Udemy,Design,Not specified,7.0 hours,3D & Animation Maya,5.0,1,
936,Build a Professional Wordpress Website on Shoestring Budget,Udemy,Marketing,Not specified,5.5 hours,Digital Marketing Web Development,5.0,2,
937,What is Online and/or Digital Marketing,Udemy,Marketing,Not specified,0.65 hours,Digital Marketing Internet Marketing,4.3,1048,
938,Managing Statistical Process Control using Excel Tools,Udemy,Business,Not specified,2.0 hours,Operations Statistics,4.6,2,
939,From Zero to NVivo 11 - Qualitative data analysis with NVivo,Udemy,Teaching & Academics,Not specified,3.0 hours,Social Science NVivo,4.7,538,
940,Electrical Engineering Simulations with Etap,Udemy,Teaching & Academics,Not specified,3.5 hours,Engineering ETAP,4.1,701,
941,Patwah Lessons With Nina,Udemy,Teaching & Academics,Not specified,1.0 hours,Language Learning Learning a Foreign Language,5.0,2,
942,Harness the Power of Habits,Udemy,Health & Fitness,Not specified,1.5 hours,General Health Goal Achievement,5.0,1,
943,Singing: Musical Theatre Vocal Skills,Udemy,Music,Not specified,2.5 hours,Vocal Singing,4.5,63,
944,VIDEO MARKETING MASTERY,Udemy,Marketing,Not specified,1.5 hours,Video & Mobile Marketing Video Marketing,0.0,0,
945,AirBnb : AirBnb Hacks for Maximizing Profits for Your Pad,Udemy,Lifestyle,Not specified,1.5 hours,Travel Airbnb Hosting,3.1,27,
946,Discrete Math: Set theory,Udemy,Teaching & Academics,Not specified,0.6333333333333333 hours,Math Discrete Math,4.6,8,
947,Meditation Teacher Certification for a New Career or Hobby,Udemy,Health & Fitness,Not specified,4.0 hours,Meditation Unknown,5.0,2,
948,"High-Level Synthesis for FPGA, Part 2 - Sequential Circuits",Udemy,IT & Software,Not specified,9.5 hours,Hardware FPGA,4.8,16,
949,How To Speak Confidently On Camera For Beginners,Udemy,Business,Not specified,3.0 hours,Communication Presentation Skills,0.0,0,
950,Chess: From Beginner to Advanced at Warp Speed,Udemy,Lifestyle,Not specified,3.5 hours,Gaming Chess,3.7,754,
951,How Successful Coaches Grow,Udemy,Personal Development,Not specified,0.65 hours,Influence Growth Mindset,5.0,10,
952,Anti-Ageing with a Scientist,Udemy,Health & Fitness,Not specified,0.5333333333333333 hours,Nutrition Anti-Aging,0.0,0,
953,Getting a 7 in IB Maths Exploration Coursework,Udemy,Teaching & Academics,Not specified,2.5 hours,Math Unknown,5.0,1,
954,Emerging Technology Trends and their Implications for Audit,Udemy,Finance & Accounting,Not specified,1.0 hours,Other Finance & Accounting Internal Auditing,0.0,0,
955,Mobile App Marketing 2021: App Store Optimization ( ASO ),Udemy,Marketing,Not specified,1.5 hours,Video & Mobile Marketing App Marketing,4.8,13,
956,AWS Certified Solutions Architect Associate Course,Udemy,Information Technology,Intermediate,Not specified,"AWS, Cloud Architecture, Cloud Computing",4.3,25364,
957,ReBoot - 21 Spiritual Hypnosis Meditations (Guided),Udemy,Personal Development,Not specified,1.0 hours,Personal Transformation Meditation,5.0,1,
958,LinkedIn for B2B Sales and Leads,Udemy,Business,Not specified,3.0 hours,Sales LinkedIn,0.0,0,
959,SAP BW 7.4 S4HANA | ECC Extraction | SAP Business Warehouse,Udemy,Office Productivity,Not specified,9.5 hours,SAP SAP Certified Application Associate - SAP BW/4HANA,5.0,1,
960,Buddhism: Ancient Strategies for Modern Life,Udemy,Personal Development,Not specified,2.0 hours,Religion & Spirituality Buddhism,4.2,137,
961,Canadian Securities Course (CSC) PART 1 FULL Crash Course,Udemy,Finance & Accounting,Not specified,8.0 hours,Finance Cert & Exam Prep Canadian Securities Course (CSC),5.0,1,
962,Personal Branding – Easy & Powerful Hacks to Brand Yourself,Udemy,Personal Development,Not specified,1.5 hours,Personal Brand Building Personal Branding,4.8,2,
963,Hydrocarbon Energy Sources and their CO2 and Climate Impact,Udemy,Design,Not specified,1.0 hours,Other Design Climate Change,0.0,0,
964,Explaining the Core Theories of Econometrics,Udemy,Teaching & Academics,Not specified,4.0 hours,Social Science Econometrics,4.4,627,
965,The Interplay of Elements,Udemy,Health & Fitness,Not specified,3.0 hours,Other Health & Fitness Energy Psychology (EP),4.6,3,
966,Raw Feeding Diploma & How To Make Home Made Treats,Udemy,Lifestyle,Not specified,0.6666666666666666 hours,Pet Care & Training Pet Care,0.0,0,
967,Wix for Absolute Beginners,Udemy,Development,Not specified,2.5 hours,No-Code Development Wix,4.7,26,
968,Dynamic Meditation,Udemy,Health & Fitness,Not specified,2.5 hours,Meditation Unknown,0.0,0,
969,Learning a foreign language: Tips and Tricks,Udemy,Personal Development,Not specified,0.5 hours,Memory & Study Skills Learning a Foreign Language,5.0,1,
970,Digital number systems: 1's and 0's on computers,Udemy,IT & Software,Not specified,3.5 hours,Hardware Computer Skills,5.0,2,
971,Embodied Law Of Attraction,Udemy,Lifestyle,Not specified,1.0 hours,Esoteric Practices Law of Attraction,0.0,0,
972,Intro to Interior Design Course,Udemy,Design,Not specified,9.5 hours,Interior Design Unknown,4.3,1211,
973,The Complete Prospecting Master Course for Sales,Udemy,Business,Not specified,3.0 hours,Sales Lead Generation,5.0,3,
974,Beginner's Jumpstart Guide to Afinity Publisher,Udemy,Design,Not specified,1.5 hours,Design Tools Affinity Publisher,0.0,0,
975,Surviving the Next Snowpocalypse,Udemy,Lifestyle,Not specified,2.0 hours,Home Improvement Survival Skills,0.0,0,
976,The 1x Behavior Analyst (1.5 Ethics CEUs),Udemy,Teaching & Academics,Not specified,1.5 hours,Social Science Ethics,4.9,4,
977,Tally ERP 9 + TallyPrime Training,Udemy,IT & Software,Not specified,8.5 hours,Other IT & Software Tally.ERP,4.3,462,
978,Conscious Childhood Trauma Healing,Udemy,Personal Development,Not specified,2.0 hours,Happiness Childhood Trauma Healing,5.0,3,
979,Advanced Stock Trading Strategies ( Master class training),Udemy,Finance & Accounting,Not specified,18.0 hours,Investing & Trading Stock Trading,5.0,1,
980,Complete Course on Goods and Service Tax in India,Udemy,Finance & Accounting,Not specified,3.0 hours,Finance Cert & Exam Prep Tax Preparation,4.6,11,
981,DP-900 Azure Data Fundamentals 100% Original Practice Exam,Udemy,Development,Not specified,0.0 hours,Database Design & Development Microsoft Certification,0.0,0,
982,Introduction to AWS Glue for Developers,Udemy,Development,Not specified,2.0 hours,Software Engineering AWS Glue,4.4,13,
983,Canon EOS 700D / REBEL T5i Camera User Guide,Udemy,Photography & Video,Not specified,1.0 hours,Digital Photography Cameras,4.8,66,
984,Apache Superset for Data Engineers (Hands On),Udemy,Business,Not specified,3.0 hours,Business Analytics & Intelligence Business Intelligence,2.5,1,
985,App Development MADE EASY : A Glide Apps Course in Glideapps,Udemy,Development,Not specified,1.5 hours,No-Code Development App Development,5.0,1,
986,Guide to Understand Generics with Examples in Tamil,Udemy,Development,Not specified,2.5 hours,Programming Languages Java,4.7,2,
987,Indian Polity & Governance,Udemy,Teaching & Academics,Not specified,5.5 hours,Humanities Political Science,5.0,3,
988,User Experience Design - How to design website and full APP,Udemy,Design,Not specified,6.0 hours,User Experience Design Unknown,4.6,34,
989,Geriatric Massage Fundamentals,Udemy,Health & Fitness,Not specified,1.5 hours,Other Health & Fitness Massage,4.8,172,
990,Intelligence quotient IQ Test Questions and Answers,Udemy,Personal Development,Not specified,0.0 hours,Creativity Test Taking Skills,3.8,15,
991,Money Down Under,Udemy,Lifestyle,Not specified,5.5 hours,Travel Personal Finance,0.0,0,
992,"Learn How To Freestyle Rap, Rap Like A Pro, And Write Lyrics",Udemy,Music,Not specified,3.5 hours,Vocal Rapping,5.0,304,
993,SAP S/4HANA Training - in Plain English,Udemy,IT & Software,Not specified,7.0 hours,Other IT & Software SAP HANA,4.5,5046,
994,Docker for the Absolute Beginner - Hands On - DevOps,Udemy,IT & Software,Not specified,4.5 hours,Other IT & Software Docker,4.6,26009,
995,Microsoft Project Fundamental Skills,Udemy,Office Productivity,Not specified,2.0 hours,Microsoft Microsoft Project,5.0,1,
996,Easy Wordpress course: build your first Wordpress website!,Udemy,Development,Not specified,2.5 hours,No-Code Development WordPress,4.6,90,
997,Counselling Skills Certificate Course (Beginner to Advanced),Udemy,Teaching & Academics,Not specified,43.5 hours,Social Science Counseling,4.6,4939,
998,Smartphone Food Photography : Practical Guide,Udemy,Photography & Video,Not specified,4.5 hours,Commercial Photography Food Photography,4.2,41,
999,The Complete TOEFL iBT Success Course (NEW VERSION),Udemy,Teaching & Academics,Not specified,10.0 hours,Test Prep TOEFL,4.5,5781,
1000,The Mystical Teachings of Sufism,Udemy,Personal Development,Not specified,5.0 hours,Religion & Spirituality Teaching Online,5.0,1,
1001,HR 101: Compliance Made Easy  -  U.S. Employers Must Have,Udemy,Business,Not specified,3.0 hours,Human Resources Compliance (HR),4.5,1050,
1002,Creative Thinking Genius Vol. 1:  Unleash Your Creativity,Udemy,Personal Development,Not specified,1.5 hours,Creativity Unknown,4.6,218,
1003,Your Realistic Guide to Freelance Blogging,Udemy,Marketing,Not specified,1.0 hours,Content Marketing Freelance Writing,4.8,15,
1004,The Perfect Intro To Lead Generation Using Solo Ads,Udemy,Marketing,Not specified,5.5 hours,Growth Hacking Lead Generation,4.7,83,
1005,Math Olympiad for Class 6-Problem Solving Approach,Udemy,Teaching & Academics,Not specified,6.5 hours,Math Unknown,5.0,5,
1006,SAP  Functional Spec Writing- Custom Sales Report,Udemy,Office Productivity,Not specified,0.0 hours,SAP SAP SD,4.0,6,
1007,The Fundamentals of Cognitive Behavior Therapy,Udemy,Teaching & Academics,Not specified,2.5 hours,Other Teaching & Academics CBT,0.0,0,
1008,HVAC Fundamentals and BMS Controls,Udemy,Teaching & Academics,Not specified,5.5 hours,Engineering HVAC,4.2,470,
1009,Windows: Everything about NTFS & Share Permissions,Udemy,IT & Software,Not specified,3.0 hours,Operating Systems & Servers Windows Server,4.8,4,
1010,Ultimate Web Copywriting Course: Be a Web Copywriting Pro,Udemy,Marketing,Not specified,3.0 hours,Other Marketing Copywriting,3.6,12,
1011,Piano For Guitarists: music theory to learn on guitar FAST,Udemy,Music,Not specified,1.0 hours,Music Techniques Piano,5.0,1,
1012,Cryptography and Squid Proxy Server,Udemy,IT & Software,Not specified,13.0 hours,Network & Security Cryptography,0.0,0,
1013,Learn How To Play Lo-Fi Guitar,Udemy,Music,Not specified,0.6833333333333333 hours,Instruments Guitar,0.0,0,
1014,Carb Cycling For Weight Loss (with E-book),Udemy,Health & Fitness,Not specified,1.0 hours,Dieting Unknown,0.0,0,
1015,"Master Data Analysis: Python, Stats, Gen AI, EDA, AWS, SQL, Excel, Power BI, Tableau, ETL, Snowflake & Feature Engineering",Udemy,Data Science,All Levels,89 hours,"Data Analysis, Python Programming, SQL, Power BI, Tableau, Feature Engineering",4.5,21339,
